,"(1,)","(2,)","(3,)","(4,)","(5,)","(6,)","(7,)","(8,)","(9,)","(10,)","(11,)","(12,)","(13,)","(14,)","(15,)","(16,)","(17,)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(3, 4)","(3, 5)","(3, 6)","(4, 5)","(4, 6)","(5, 6)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(7, 14)","(7, 15)","(7, 16)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(8, 14)","(8, 15)","(8, 16)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(9, 14)","(9, 15)","(9, 16)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(10, 15)","(10, 16)","(11, 12)","(11, 13)","(11, 14)","(11, 15)","(11, 16)","(12, 13)","(12, 14)","(12, 15)","(12, 16)","(13, 14)","(13, 15)","(13, 16)","(14, 15)","(14, 16)","(15, 16)"
"(16,)",-0.614492049,-0.610142694,-0.586039365,-0.538539017,-0.192785617,-0.418466355,0.857472376,0.846652502,0.907285566,0.960660365,0.984967715,0.922715224,0.984588402,0.987157871,0.990156066,1,-0.033770715,0.097816219,0.080434165,0.09661128,-0.58612834,-0.54561015,0.068792793,0.092258923,-0.600925978,-0.556613994,0.087037933,-0.631913028,-0.570912838,-0.65956495,-0.536452066,0.316373777,0.544646753,0.376201461,0.185126342,-0.647590669,-0.034814467,-0.698778425,-0.705557244,-0.652246488,-0.31584558,-0.822825899,-0.84411652,-0.889168838,-0.664054725,-0.893857741,-0.903706541,-0.907778866,-0.893699921,-0.774745829,-0.850798341,-0.472680226,-0.860048889,-0.875159942,-0.881227272,-0.831408181,-0.8304082,-0.263835942,-0.841692074,-0.861235571,-0.869609528,-0.791992266,0.747962111,-0.559777211,-0.504429516,-0.068434581,0.765232181,-0.750219037,-0.741069237,-0.677598081,-0.380625751,-0.287747439,0.277860969,0.803123651,0.600032445,0.840300423,0.836583096
"(17,)",0.342553266,0.34139357,0.321905137,0.307696504,0.396011674,0.323520791,0.041152613,0.020177191,0.040778297,0.035504436,-0.095721674,-0.188032634,-0.08485122,-0.068305423,-0.044219392,-0.033770715,1,-0.076264199,-0.019709351,-0.073847847,0.029697291,0.22071225,0.003083994,-0.070309518,0.03590838,0.228476188,-0.093188914,0.036276038,0.226971991,0.074901891,0.238204855,0.388788994,0.041151657,0.020853141,0.022884692,0.245199592,0.377466491,0.222567718,0.186266744,0.143109397,0.13992681,-0.089625835,-0.048537898,0.144729209,0.299389128,0.127177141,0.104436803,0.073752235,0.071305421,-0.001903477,0.188786559,0.360587129,0.166042417,0.139784906,0.107424576,0.122434546,0.231784522,0.420493031,0.200800345,0.16899846,0.132992814,0.17608339,0.093229136,-0.103170405,-0.214770465,-0.377745299,-0.258587383,-0.098481247,-0.125473237,-0.187768886,-0.363493525,-0.30101727,-0.396455019,-0.20289397,-0.356920874,-0.147026316,-0.070434555
"(1, 2)",-0.253423553,-0.307520482,-0.402573177,-0.480303196,-0.508348454,-0.512516316,-0.004932684,0.001181358,0.051515026,0.084998451,0.134721966,0.030214579,0.138771642,0.14290909,0.138462325,0.097816219,-0.076264199,1,0.879300744,0.727956218,0.199783317,0.089166119,0.778143022,0.657914208,0.125742109,-0.000663761,0.481001915,-0.031229899,-0.184014369,-0.232815271,-0.36572818,-0.310787462,-0.007550533,-0.059305316,-0.120436298,-0.267567425,-0.057756278,-0.276032578,-0.2787344,-0.270388541,-0.194661305,-0.184918358,-0.189944901,-0.186862473,-0.044346902,-0.189598475,-0.195420796,-0.194081438,-0.156246873,-0.174583319,-0.176101947,0.010057442,-0.180235392,-0.187789255,-0.186348034,-0.130523862,-0.167993922,0.076255899,-0.173300183,-0.182717442,-0.180882204,-0.097195435,0.264208401,-0.136324883,-0.144338442,-0.03179342,0.217876621,-0.25580522,-0.254374683,-0.241467528,-0.18125671,-0.113915423,0.049058648,0.223235262,0.150248608,0.239492536,0.244689479
"(1, 3)",-0.28621134,-0.332742621,-0.455990791,-0.533182323,-0.624666986,-0.639882654,-0.077709429,-0.008854619,0.048262963,0.085105019,0.114024155,0.003818848,0.108896093,0.11188238,0.109612478,0.080434165,-0.019709351,0.879300744,1,0.797429763,0.277653627,0.157101403,0.983353963,0.751322043,0.213825974,0.078432443,0.503394919,0.016996709,-0.153539938,-0.194672172,-0.34860856,-0.362341211,-0.099091826,-0.165498816,-0.243776305,-0.334178252,-0.139489715,-0.320847457,-0.31928069,-0.320004878,-0.295901434,-0.202600217,-0.205864693,-0.163765259,-0.013279769,-0.154051876,-0.158201339,-0.159253115,-0.136764397,-0.187011328,-0.145214254,0.050178049,-0.135384981,-0.140957838,-0.141263088,-0.099532239,-0.126761871,0.127565302,-0.116052289,-0.1231509,-0.121810427,-0.046508675,0.260334932,0.008849628,-0.035597656,0.029081884,0.191263358,-0.230651259,-0.22739607,-0.221030586,-0.199549545,-0.084346219,0.029825465,0.165821929,0.101944277,0.177839377,0.18460265
"(1, 4)",-0.311423729,-0.348729041,-0.440895268,-0.629784406,-0.712563342,-0.650871213,-0.096110751,0.049138978,0.08813516,0.112916361,0.114806247,0.071114681,0.104776096,0.105805699,0.104154572,0.09661128,-0.073847847,0.727956218,0.797429763,1,0.335957009,0.129035651,0.773951574,0.995270815,0.284436108,0.06390095,0.922793253,0.132753596,-0.118701495,-0.256687303,-0.496662307,-0.566467655,-0.166654614,-0.233377702,-0.311644045,-0.362613592,-0.280896396,-0.338811647,-0.332871857,-0.336009019,-0.36050116,-0.177523598,-0.177978901,-0.131843146,-0.064923151,-0.117177111,-0.119003811,-0.118356912,-0.11387773,-0.159293159,-0.1136631,-0.015110613,-0.098027744,-0.100774123,-0.098812353,-0.079684194,-0.095687239,0.041301403,-0.077988019,-0.081637863,-0.077226982,-0.032322493,0.148648805,0.079769017,0.029529724,0.075200593,0.147158207,-0.120541071,-0.118972551,-0.109809342,-0.080043687,-0.045319177,0.040580555,0.110493472,0.089958531,0.116602277,0.11406986
"(1, 5)",0.614968597,0.593278779,0.518377967,0.376614558,-0.208591241,0.015056716,-0.710635109,-0.456943211,-0.502927001,-0.540808238,-0.608005417,-0.507307859,-0.621651934,-0.618140145,-0.614348563,-0.58612834,0.029697291,0.199783317,0.277653627,0.335957009,1,0.91920664,0.289920719,0.340715959,0.997184092,0.904864142,0.303733395,0.965246238,0.833419163,0.824066461,0.599726852,-0.564223568,-0.630839296,-0.562583755,-0.490132573,0.134190398,-0.391172222,0.202323036,0.204149672,0.148348854,-0.198490179,0.492534696,0.505943595,0.586254993,0.372332162,0.606153686,0.604840173,0.602395126,0.556956049,0.465023897,0.572205292,0.255051215,0.597058858,0.597907998,0.597026394,0.525456385,0.573808971,0.124984299,0.602724216,0.604475777,0.60591981,0.513156142,-0.566745242,0.54719812,0.395197958,0.065449873,-0.562891282,0.586853937,0.564362615,0.517234217,0.303514412,0.08191979,-0.273435241,-0.622526835,-0.449291871,-0.626703387,-0.623389163
"(1, 6)",0.806702899,0.788320899,0.719391698,0.610978517,0.107680603,0.242387354,-0.59615889,-0.420818521,-0.456752025,-0.489633083,-0.584311294,-0.513760512,-0.593031873,-0.585376767,-0.575359218,-0.54561015,0.22071225,0.089166119,0.157101403,0.129035651,0.91920664,1,0.173130745,0.129103765,0.923849302,0.995957237,0.084399377,0.913954456,0.951734465,0.865619629,0.796590286,-0.193530918,-0.501729643,-0.436857304,-0.363772617,0.256044054,-0.184262622,0.308397501,0.298412057,0.238493115,-0.064270682,0.430157279,0.446957719,0.573835178,0.412785724,0.586370738,0.579116611,0.568245353,0.522282308,0.415803363,0.571771447,0.319866269,0.587357271,0.58114819,0.571071376,0.504202387,0.586736043,0.218638543,0.603467046,0.596586542,0.58770228,0.507988353,-0.500410351,0.461992238,0.296981887,-0.048325461,-0.592310438,0.515009485,0.486983421,0.427005442,0.18290942,-0.005503879,-0.35785465,-0.628389935,-0.50892611,-0.617202382,-0.593909705
"(2, 3)",-0.280806217,-0.321534756,-0.447807988,-0.519957005,-0.629889253,-0.648366167,-0.100561645,-0.012125859,0.044008786,0.07983042,0.099018247,-0.006458665,0.090713645,0.093072122,0.091772234,0.068792793,0.003083994,0.778143022,0.983353963,0.773951574,0.289920719,0.173130745,1,0.739865228,0.23398905,0.103649884,0.480397462,0.034295953,-0.132325078,-0.167956932,-0.320262239,-0.359292196,-0.12775158,-0.195591573,-0.275512355,-0.338653411,-0.161910934,-0.317851872,-0.314752453,-0.318883508,-0.315962377,-0.196682502,-0.199073956,-0.144739392,-0.000641181,-0.130889165,-0.1341384,-0.136033925,-0.120808078,-0.180069852,-0.124379473,0.062298937,-0.109843838,-0.114309565,-0.115259282,-0.081518848,-0.103137777,0.139112411,-0.086994344,-0.092761079,-0.091690423,-0.024305171,0.24257144,0.063619654,0.008084714,0.050489898,0.169169029,-0.206637445,-0.202886075,-0.199406643,-0.194023103,-0.067759697,0.020669969,0.133582212,0.077185479,0.143225124,0.150155524
"(2, 4)",-0.306165829,-0.339478047,-0.427248142,-0.623711885,-0.710664227,-0.64231137,-0.104871072,0.053807439,0.089508673,0.111984681,0.107015765,0.073831633,0.095424356,0.095968815,0.094785219,0.092258923,-0.070309518,0.657914208,0.751322043,0.995270815,0.340715959,0.129103765,0.739865228,1,0.294615054,0.070286286,0.945453961,0.150243841,-0.104310658,-0.24896053,-0.493720249,-0.578182149,-0.181986707,-0.247942082,-0.325249068,-0.360388539,-0.300357104,-0.33304415,-0.326136493,-0.330764711,-0.36839721,-0.168789738,-0.168579747,-0.118341475,-0.065028099,-0.101843917,-0.103025104,-0.102504256,-0.102945294,-0.150233962,-0.099897629,-0.018023075,-0.082137201,-0.084083167,-0.082132506,-0.069032296,-0.081301322,0.03456097,-0.061107611,-0.063781865,-0.059196855,-0.021731375,0.125843405,0.106941577,0.052893326,0.087111041,0.130770364,-0.096159163,-0.094638427,-0.086402068,-0.062238416,-0.03363363,0.037625442,0.089736638,0.0775225,0.094142446,0.090624359
"(2, 5)",0.642033836,0.624213631,0.555651852,0.418068933,-0.172290805,0.054462951,-0.719123816,-0.462731311,-0.513140662,-0.554057589,-0.625901431,-0.515949039,-0.640028478,-0.636789499,-0.632609984,-0.600925978,0.03590838,0.125742109,0.213825974,0.284436108,0.997184092,0.923849302,0.23398905,0.294615054,1,0.916203139,0.270708714,0.979677811,0.857899146,0.852164874,0.635198538,-0.547473411,-0.638133888,-0.565066384,-0.487032962,0.156339776,-0.391631419,0.225971227,0.228027336,0.170890692,-0.186072455,0.512830195,0.52679246,0.607871799,0.380374801,0.628228422,0.627344063,0.624765747,0.575863887,0.48418808,0.592823816,0.257468671,0.618304015,0.619741783,0.61873861,0.542003317,0.593826944,0.120713714,0.623509266,0.626003361,0.627324682,0.526998792,-0.594035584,0.564460193,0.411177049,0.068699124,-0.586590079,0.613752881,0.590871285,0.542165967,0.321167285,0.09165878,-0.280604355,-0.647380535,-0.466399329,-0.652853562,-0.649895377
